Pozo,date,bppd,bapd,bsw,mscf,pres,temp,co2_frac,Cl,Na,SO4,Fe,bicarb,Ca,criticidad,mpy
SHS-191,12/21/2019,212.4,4035.6,95,160,170,210,0.17,5600,3288,43,3.1,1110,440,LOW RISK,0.221
SHS-73,12/21/2019,76.56,880.44,92,39,85,155,0.06,66500,36671.48234,450,55,200,5680,LOW RISK,0.779
SHS-80,12/21/2019,119.04,66.96,36,96,140,95,0.03,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,1.891
SHS-20,12/21/2019,204.93,1658.07,89,398,200,182,0.04,46300,24269.70099,173,32.7,540,4280,LOW RISK,0.566
SHS-228,12/21/2019,567.6,4592.4,89,226,195,210,0.12,9200,5480.156936,155,41.65,760,520,LOW RISK,0.658
SHS-75,12/21/2019,552.72,6356.28,92,236,120,208,0.52,7700,4327.355246,60,6.39,720,400,SEVERE RISK,19.39
SHS-82,12/21/2019,179.22,438.78,71,21.9,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.205
SHS-23,12/21/2019,189.12,2962.88,94,322,170,200,0.21,20200,11013,157,10.4,740,1440,HIGH RISK,5.946
SHS-224,12/21/2019,120.9,809.1,87,75,55,166,0.15,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,3.78
SHS-22,12/21/2019,140.4,171.6,55,47,40,170,0.14,52500,26974.86435,139,86,310,4800,LOW RISK,0.673
SHS-225,12/21/2019,262.8,1051.2,80,74,75,150,0.12,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.865
SHS-221,12/21/2019,264.6,2381.4,90,224,100,192,0.38,8900,5570.39519,55,3.28,870,320,SEVERE RISK,23.341
SHS-183,12/21/2019,485.4,2750.6,85,188,120,186,0.3,6500,3379.202368,67,5.19,990,760,HIGH RISK,9.824
SHS-267,12/21/2019,288.48,2115.52,88,248,145,190,0.21,10500,6475.314847,197,4.92,1070,480,LOW RISK,0.11
SHS-68,12/21/2019,257.76,2606.24,91,226,150,185,0.05,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.06
SHS-95,12/21/2019,66.15,668.85,91,185,60,180,0.23,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,4.804
SHS-137,12/21/2019,563.76,4134.24,88,34,90,208,0.07,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,4.783
SHS-138,12/21/2019,670.8,4489.2,87,34,170,218,0.06,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,4.64
SHS-177,12/21/2019,805,2415,75,26,190,210,0.08,59300,30439,148,100,366,5440,MODERATE RISK,3.31
SHS-165,12/21/2019,100.05,3234.95,97,35,190,175,0.05,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.582
SHS-17,12/21/2019,293.4,4596.6,94,21,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.184
SHS-188,12/21/2019,1217.5,3652.5,75,32,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,2.928
AGR-33,12/22/2019,532.5,1597.5,75,91,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,1.634
AGR-51,12/22/2019,255.3,434.7,63,31,120,172,0.06,29900,16507.53279,212,43,292.8,800,MODERATE RISK,1.488
AGR-42,12/22/2019,618,4532,88,44,170,220,0.05,61000,27971.28105,23,58.7,366,7840,HIGH RISK,9.652
AGR-3,12/22/2019,132.24,969.76,88,28,210,205,0.08,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,18.196
AGR-40,12/22/2019,461.76,115.44,20,33.8,230,180,0.14,48900,24828.12272,81,168,480,4680,LOW RISK,0.122
AGR-5,12/22/2019,172.5,3277.5,95,22,160,203,0.08,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,18.994
AGR-44,12/22/2019,386.4,5133.6,93,52,160,100,0.11,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,12.574
AGR-54,12/22/2019,299.36,3442.64,92,41,190,220,0.09,98000,53245.95314,69,59.7,240,6880,MODERATE RISK,4.661
AGR-14,12/22/2019,209.2,1882.8,90,42,200,210,0.1,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.656
SHS-211,12/22/2019,163,1467,90,53,260,210,0.31,7600,3336.418863,88,137.6,1525,1000,HIGH RISK,6.552
SHS-56,12/22/2019,340.2,1927.8,85,168,230,205,0.42,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,2.528
SHS-71,12/22/2019,354.6,3585.4,91,132,170,193,0.25,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,2.875
SHS-52,12/22/2019,119.68,424.32,78,87,198,140,0.06,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.535
SHS-17,12/22/2019,120,130,52,40,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.246
SHS-111,12/22/2019,272.8,167.2,38,36,180,148,0.09,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,2.488
AGR-30,12/22/2019,1066.56,3781.44,78,254,180,145,0.07,67900,35071.88621,100,138.48,320,6880,MODERATE RISK,1.714
SHS-135,12/22/2019,120.4,180.6,60,62,150,157,0.28,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,1.963
SHS-87,12/22/2019,1650.5,1650.5,50,95,150,160,0.25,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.898
SHS-23,12/22/2019,411.2,2158.8,84,165,170,200,0.39,20200,11013,157,10.4,740,1440,LOW RISK,0.66
SHS-234,12/22/2019,352.8,235.2,40,232,100,137,0.1,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.669
SHS-261,12/22/2019,950.88,747.12,44,148,180,154,0.09,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,1.806
SHS-81,12/22/2019,368.6,601.4,62,186,130,178,0.06,59700,33725.13728,25,35,220,3240,LOW RISK,0.849
SHS-14,12/22/2019,252.6,1431.4,85,75,150,160,0.2,16800,8992.228666,195,17,930,1080,LOW RISK,0.613
SHS-139,12/22/2019,270.72,3113.28,92,214,60,187,0.75,7700,4427.206312,235,12,625,680,LOW RISK,0.48
SHS-191,12/22/2019,212.4,4035.6,95,160,170,210,0.17,5600,3288,43,3.1,1110,440,LOW RISK,0.482
SHS-73,12/22/2019,76.56,880.44,92,39,85,155,0.06,66500,36671.48234,450,55,200,5680,LOW RISK,0.088
SHS-80,12/22/2019,119.04,66.96,36,96,140,95,0.03,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,1.492
SHS-20,12/22/2019,204.93,1658.07,89,398,200,182,0.04,46300,24269.70099,173,32.7,540,4280,LOW RISK,0.081
SHS-228,12/22/2019,567.6,4592.4,89,226,195,210,0.12,9200,5480.156936,155,41.65,760,520,LOW RISK,0.419
SHS-75,12/22/2019,552.72,6356.28,92,236,120,208,0.52,7700,4327.355246,60,6.39,720,400,SEVERE RISK,16.535
SHS-82,12/22/2019,179.22,438.78,71,21.9,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.647
SHS-23,12/22/2019,189.12,2962.88,94,322,170,200,0.21,20200,11013,157,10.4,740,1440,HIGH RISK,9.418
SHS-224,12/22/2019,120.9,809.1,87,75,55,166,0.15,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,4.804
SHS-22,12/22/2019,140.4,171.6,55,47,40,170,0.14,52500,26974.86435,139,86,310,4800,LOW RISK,0.26
SHS-225,12/22/2019,262.8,1051.2,80,74,75,150,0.12,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.327
SHS-221,12/22/2019,264.6,2381.4,90,224,100,192,0.38,8900,5570.39519,55,3.28,870,320,SEVERE RISK,11.888
SHS-183,12/22/2019,485.4,2750.6,85,188,120,186,0.3,6500,3379.202368,67,5.19,990,760,HIGH RISK,6.267
SHS-267,12/22/2019,288.48,2115.52,88,248,145,190,0.21,10500,6475.314847,197,4.92,1070,480,LOW RISK,0.127
SHS-68,12/22/2019,257.76,2606.24,91,226,150,185,0.05,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.969
SHS-95,12/22/2019,66.15,668.85,91,185,60,180,0.23,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,2.518
SHS-137,12/22/2019,563.76,4134.24,88,34,90,208,0.07,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,4.773
SHS-138,12/22/2019,670.8,4489.2,87,34,170,218,0.06,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,1.926
SHS-177,12/22/2019,805,2415,75,26,190,210,0.08,59300,30439,148,100,366,5440,MODERATE RISK,2.363
SHS-165,12/22/2019,100.05,3234.95,97,35,190,175,0.05,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.38
SHS-17,12/22/2019,293.4,4596.6,94,21,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,1.601
SHS-188,12/22/2019,1217.5,3652.5,75,32,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,1.695
AGR-33,12/23/2019,532.5,1597.5,75,91,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,2.402
AGR-51,12/23/2019,255.3,434.7,63,31,120,172,0.06,29900,16507.53279,212,43,292.8,800,MODERATE RISK,4.879
AGR-42,12/23/2019,618,4532,88,44,170,220,0.05,61000,27971.28105,23,58.7,366,7840,HIGH RISK,7.072
AGR-3,12/23/2019,132.24,969.76,88,28,210,205,0.08,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,16.843
AGR-40,12/23/2019,461.76,115.44,20,33.8,230,180,0.14,48900,24828.12272,81,168,480,4680,LOW RISK,0.452
AGR-5,12/23/2019,172.5,3277.5,95,22,160,203,0.08,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,17.245
AGR-44,12/23/2019,386.4,5133.6,93,52,160,100,0.11,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,23.817
AGR-54,12/23/2019,299.36,3442.64,92,41,190,220,0.09,98000,53245.95314,69,59.7,240,6880,MODERATE RISK,1.14
AGR-14,12/23/2019,209.2,1882.8,90,42,200,210,0.1,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.344
SHS-211,12/23/2019,163,1467,90,53,260,210,0.31,7600,3336.418863,88,137.6,1525,1000,HIGH RISK,5.553
SHS-56,12/23/2019,340.2,1927.8,85,168,230,205,0.42,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,1.492
SHS-71,12/23/2019,354.6,3585.4,91,132,170,193,0.25,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,4.717
SHS-52,12/23/2019,119.68,424.32,78,87,198,140,0.06,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.052
SHS-17,12/23/2019,120,130,52,40,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.895
SHS-111,12/23/2019,272.8,167.2,38,36,180,148,0.09,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,4.933
AGR-30,12/23/2019,1066.56,3781.44,78,254,180,145,0.07,67900,35071.88621,100,138.48,320,6880,MODERATE RISK,1.329
SHS-135,12/23/2019,120.4,180.6,60,62,150,157,0.28,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,1.747
SHS-87,12/23/2019,1650.5,1650.5,50,95,150,160,0.25,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.553
SHS-23,12/23/2019,411.2,2158.8,84,165,170,200,0.39,20200,11013,157,10.4,740,1440,LOW RISK,0.556
SHS-234,12/23/2019,352.8,235.2,40,232,100,137,0.1,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.888
SHS-261,12/23/2019,950.88,747.12,44,148,180,154,0.09,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,2.91
SHS-81,12/23/2019,368.6,601.4,62,186,130,178,0.06,59700,33725.13728,25,35,220,3240,LOW RISK,0.878
SHS-14,12/23/2019,252.6,1431.4,85,75,150,160,0.2,16800,8992.228666,195,17,930,1080,LOW RISK,0.781
SHS-139,12/23/2019,270.72,3113.28,92,214,60,187,0.75,7700,4427.206312,235,12,625,680,LOW RISK,0.741
SHS-191,12/23/2019,212.4,4035.6,95,160,170,210,0.17,5600,3288,43,3.1,1110,440,LOW RISK,0.999
SHS-73,12/23/2019,76.56,880.44,92,39,85,155,0.06,66500,36671.48234,450,55,200,5680,LOW RISK,0.891
SHS-80,12/23/2019,119.04,66.96,36,96,140,95,0.03,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,4.225
SHS-20,12/23/2019,204.93,1658.07,89,398,200,182,0.04,46300,24269.70099,173,32.7,540,4280,LOW RISK,0.709
SHS-228,12/23/2019,567.6,4592.4,89,454,195,210,0.12,9200,5480.156936,155,41.65,760,520,LOW RISK,0.409
SHS-75,12/23/2019,552.72,6356.28,92,358,120,208,0.52,7700,4327.355246,60,6.39,720,400,SEVERE RISK,10.604
SHS-82,12/23/2019,179.22,438.78,71,21.9,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.049
SHS-23,12/23/2019,189.12,2962.88,94,334,170,200,0.21,20200,11013,157,10.4,740,1440,HIGH RISK,6.854
SHS-224,12/23/2019,120.9,809.1,87,75,55,166,0.15,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,3.504
SHS-22,12/23/2019,140.4,171.6,55,47,40,170,0.14,52500,26974.86435,139,86,310,4800,LOW RISK,0.644
SHS-225,12/23/2019,262.8,1051.2,80,74,75,150,0.12,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.897
SHS-221,12/23/2019,264.6,2381.4,90,224,100,192,0.38,8900,5570.39519,55,3.28,870,320,SEVERE RISK,16.897
SHS-183,12/23/2019,485.4,2750.6,85,188,120,186,0.3,6500,3379.202368,67,5.19,990,760,HIGH RISK,5.874
SHS-267,12/23/2019,288.48,2115.52,88,248,145,190,0.21,10500,6475.314847,197,4.92,1070,480,LOW RISK,0.941
SHS-68,12/23/2019,257.76,2606.24,91,226,150,185,0.05,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.375
SHS-95,12/23/2019,66.15,668.85,91,185,60,180,0.23,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,1.155
SHS-137,12/23/2019,563.76,4134.24,88,34,90,208,0.07,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,1.375
SHS-138,12/23/2019,670.8,4489.2,87,34,170,218,0.06,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,4.683
SHS-177,12/23/2019,805,2415,75,25,190,210,0.08,59300,30439,148,100,366,5440,MODERATE RISK,2.912
SHS-165,12/23/2019,100.05,3234.95,97,32,190,175,0.05,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.91
SHS-17,12/23/2019,293.4,4596.6,94,21,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,1.78
SHS-188,12/23/2019,1217.5,3652.5,75,32,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,3.663
AGR-33,12/24/2019,532.5,1605,75,91,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,2.878
AGR-51,12/24/2019,255.3,453.6,63,31,120,172,0.06,29900,16507.53279,212,43,292.8,800,MODERATE RISK,4.416
AGR-42,12/24/2019,618,4523.2,88,44,170,220,0.05,61000,27971.28105,23,58.7,366,7840,HIGH RISK,8.994
AGR-3,12/24/2019,132.24,976.8,88,28,210,205,0.08,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,20.401
AGR-40,12/24/2019,461.76,115.44,20,39,230,180,0.14,48900,24828.12272,81,168,480,4680,LOW RISK,0.053
AGR-5,12/24/2019,172.5,2850,95,22,160,203,0.08,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,23.681
AGR-44,12/24/2019,386.4,5115,93,52,160,100,0.11,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,11.564
AGR-54,12/24/2019,299.36,3404,92,41,190,220,0.09,98000,53245.95314,69,59.7,240,6880,MODERATE RISK,1.582
AGR-14,12/24/2019,209.2,1877.4,90,42,200,210,0.1,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.081
SHS-211,12/24/2019,163,1476,90,53,260,210,0.31,7600,3336.418863,88,137.6,1525,1000,HIGH RISK,5.919
SHS-56,12/24/2019,340.2,1921.85,85,168,230,205,0.42,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,4.336
SHS-71,12/24/2019,354.6,3549,91,132,170,193,0.25,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,1.645
SHS-52,12/24/2019,119.68,421.2,78,87,198,140,0.06,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.73
SHS-17,12/24/2019,120,131.04,52,40,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,1.867
SHS-111,12/24/2019,272.8,163.4,38,36,180,148,0.09,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,3.226
AGR-30,12/24/2019,1066.56,3781.44,78,254,180,145,0.07,67900,35071.88621,100,138.48,320,6880,MODERATE RISK,2.858
SHS-135,12/24/2019,120.4,180,60,62,150,157,0.28,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,3.123
SHS-87,12/24/2019,1650.5,1649,50,95,150,160,0.25,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,2.821
SHS-23,12/24/2019,411.2,2272.2,84,165,170,200,0.39,20200,11013,157,10.4,740,1440,LOW RISK,0.36
SHS-234,12/24/2019,352.8,235.2,40,232,100,137,0.1,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.431
SHS-261,12/24/2019,950.88,747.12,44,148,180,154,0.09,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,3.945
SHS-81,12/24/2019,368.6,651,62,186,130,178,0.06,59700,33725.13728,25,35,220,3240,LOW RISK,0.104
SHS-14,12/24/2019,252.6,1405.9,85,75,150,160,0.2,16800,8992.228666,195,17,930,1080,LOW RISK,0.349
SHS-139,12/24/2019,270.72,1907.16,92,214,60,187,0.75,7700,4427.206312,235,12,625,680,LOW RISK,0.355
SHS-191,12/24/2019,212.4,3937.75,95,160,170,210,0.17,5600,3288,43,3.1,1110,440,LOW RISK,0.979
SHS-73,12/24/2019,76.56,880.44,92,39,85,155,0.06,66500,36671.48234,450,55,200,5680,LOW RISK,0.904
SHS-80,12/24/2019,119.04,59.4,36,96,140,95,0.03,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,2.533
SHS-20,12/24/2019,204.93,1840.52,89,398,200,182,0.04,46300,24269.70099,173,32.7,540,4280,LOW RISK,0.649
SHS-228,12/24/2019,567.6,4613.76,89,432,195,210,0.12,9200,5480.156936,155,41.65,760,520,LOW RISK,0.358
SHS-75,12/24/2019,552.72,6432.64,92,358,120,208,0.52,7700,4327.355246,60,6.39,720,400,SEVERE RISK,23.362
SHS-82,12/24/2019,179.22,443.466,71,21.9,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.809
SHS-23,12/24/2019,189.12,2749.5,94,334,170,200,0.21,20200,11013,157,10.4,740,1440,HIGH RISK,5.639
SHS-224,12/24/2019,120.9,809.1,87,75,55,166,0.15,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,4.465
SHS-22,12/24/2019,140.4,182.05,55,47,40,170,0.14,52500,26974.86435,139,86,310,4800,LOW RISK,0.132
SHS-225,12/24/2019,262.8,1222.4,80,74,75,150,0.12,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.079
SHS-221,12/24/2019,264.6,2381.4,90,224,100,192,0.38,8900,5570.39519,55,3.28,870,320,SEVERE RISK,16.977
SHS-183,12/24/2019,485.4,2750.6,85,117,120,186,0.3,6500,3379.202368,67,5.19,990,760,HIGH RISK,9.195
SHS-267,12/24/2019,288.48,2147.2,88,248,145,190,0.21,10500,6475.314847,197,4.92,1070,480,LOW RISK,0.656
SHS-68,12/24/2019,257.76,2606.24,91,226,150,185,0.05,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.908
SHS-95,12/24/2019,66.15,673.4,91,185,60,180,0.23,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,1.987
SHS-137,12/24/2019,563.76,4134.24,88,34,90,208,0.07,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,3.41
SHS-138,12/24/2019,670.8,4489.2,87,34,170,218,0.06,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,2.264
SHS-177,12/24/2019,805,2414.25,75,25,190,210,0.08,59300,30439,148,100,366,5440,MODERATE RISK,3.858
SHS-165,12/24/2019,100.05,3230.1,97,32,190,175,0.05,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.247
SHS-17,12/24/2019,293.4,4596.6,94,21,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,1.31
SHS-188,12/24/2019,1217.5,3652.5,75,32.75,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,4.197
AGR-33,12/25/2019,535,1605,75,91,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,4.842
AGR-51,12/25/2019,257.52,453.6,63,31,120,172,0.06,29900,16507.53279,212,43,292.8,800,MODERATE RISK,2.672
AGR-42,12/25/2019,616.8,4523.2,88,44,170,220,0.05,61000,27971.28105,23,58.7,366,7840,HIGH RISK,7.135
AGR-3,12/25/2019,133.2,976.8,88,28,210,205,0.08,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,22.686
AGR-40,12/25/2019,461.76,115.44,20,39,230,180,0.14,48900,24828.12272,81,168,480,4680,LOW RISK,0.183
AGR-5,12/25/2019,150,2850,95,22,160,203,0.08,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,13.489
AGR-44,12/25/2019,385,5115,93,52,160,100,0.11,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,23.934
AGR-54,12/25/2019,296,3404,92,41,190,220,0.09,98000,53245.95314,69,59.7,240,6880,MODERATE RISK,2.116
AGR-14,12/25/2019,208.6,1877.4,90,42,200,210,0.1,84600,46850.04774,126,45.5,160,5920,LOW RISK,0.812
SHS-211,12/25/2019,164,1476,90,53,260,210,0.31,7600,3336.418863,88,137.6,1525,1000,HIGH RISK,7.63
SHS-56,12/25/2019,339.15,1921.85,85,168,230,205,0.42,18900,9568.10179,177,52.3,870,2080,MODERATE RISK,4.687
SHS-71,12/25/2019,351,3549,91,132,170,193,0.25,40000,20848.38468,137,83.52,450,3760,MODERATE RISK,3.257
SHS-52,12/25/2019,118.8,421.2,78,87,198,140,0.06,35500,20212.62582,127.5,39.75,390.4,2160,LOW RISK,0.338
SHS-17,12/25/2019,120.96,131.04,52,40,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,2.171
SHS-111,12/25/2019,266.6,163.4,38,36,180,148,0.09,28300,16043.64522,244,2.84,634.4,1000,MODERATE RISK,3.78
AGR-30,12/25/2019,1066.56,3781.44,78,254,180,145,0.07,67900,35071.88621,100,138.48,320,6880,MODERATE RISK,1.551
SHS-135,12/25/2019,120,180,60,62,150,157,0.28,16800,8541.06674,100,70.9,540,1840,MODERATE RISK,3.177
SHS-87,12/25/2019,1649,1649,50,95,150,160,0.25,68000,34140.60604,46,64.7,180,6600,MODERATE RISK,4.006
SHS-23,12/25/2019,432.8,2272.2,84,165,170,200,0.39,20200,11013,157,10.4,740,1440,LOW RISK,0.956
SHS-234,12/25/2019,352.8,235.2,40,232,100,137,0.1,54100,27656.7931,14,36.34,200,4880,LOW RISK,0.184
SHS-261,12/25/2019,950.88,747.12,44,148,180,154,0.09,57000,29238.58221,35,60.2,160,5760,MODERATE RISK,2.42
SHS-81,12/25/2019,399,651,62,186,130,178,0.06,59700,33725.13728,25,35,220,3240,LOW RISK,0.564
SHS-14,12/25/2019,248.1,1405.9,85,75,150,160,0.2,16800,8992.228666,195,17,930,1080,LOW RISK,0.365
SHS-139,12/25/2019,165.84,1907.16,92,214,60,187,0.75,7700,4427.206312,235,12,625,680,LOW RISK,0.452
SHS-191,12/25/2019,207.25,3937.75,95,160,170,210,0.17,5600,3288,43,3.1,1110,440,LOW RISK,0.726
SHS-73,12/25/2019,76.56,880.44,92,39,85,155,0.06,66500,36671.48234,450,55,200,5680,LOW RISK,0.859
SHS-80,12/25/2019,105.6,59.4,36,96,140,95,0.03,28000,15212.26872,34,172.1,353.8,752,MODERATE RISK,4.034
SHS-20,12/25/2019,227.48,1840.52,89,398,200,182,0.04,46300,24269.70099,173,32.7,540,4280,LOW RISK,0.096
SHS-228,12/25/2019,570.24,4613.76,89,432,195,210,0.12,9200,5480.156936,155,41.65,760,520,LOW RISK,0.548
SHS-75,12/25/2019,559.36,6432.64,92,358,120,208,0.52,7700,4327.355246,60,6.39,720,400,SEVERE RISK,19.999
SHS-82,12/25/2019,181.134,443.466,71,21.9,70,180,0.05,65000,34911.83602,66,111.25,260,5320,LOW RISK,0.598
SHS-23,12/25/2019,175.5,2749.5,94,334,170,200,0.21,20200,11013,157,10.4,740,1440,HIGH RISK,9.404
SHS-224,12/25/2019,120.9,809.1,87,75,55,166,0.15,46000,23844.38529,125,85.8,300,4640,MODERATE RISK,4.146
SHS-22,12/25/2019,148.95,182.05,55,47,40,170,0.14,52500,26974.86435,139,86,310,4800,LOW RISK,0.452
SHS-225,12/25/2019,305.6,1222.4,80,74,75,150,0.12,55500,29588.8987,111,47.75,280,4960,LOW RISK,0.696
SHS-221,12/25/2019,264.6,2381.4,90,224,100,192,0.38,8900,5570.39519,55,3.28,870,320,SEVERE RISK,15.671
SHS-183,12/25/2019,485.4,2750.6,85,117,120,186,0.3,6500,3379.202368,67,5.19,990,760,HIGH RISK,9.54
SHS-267,12/25/2019,292.8,2147.2,88,248,145,190,0.21,10500,6475.314847,197,4.92,1070,480,LOW RISK,0.095
SHS-68,12/25/2019,257.76,2606.24,91,261,150,185,0.05,65500,34764.56552,119,108.7,750,5400,LOW RISK,0.183
SHS-95,12/25/2019,66.6,673.4,91,185,60,180,0.23,27000,15704.08064,31,49.6,860,1560,MODERATE RISK,2.464
SHS-137,12/25/2019,563.76,4134.24,88,34,90,208,0.07,40400,20926.25308,239,74.1,300,3440,MODERATE RISK,2.719
SHS-138,12/25/2019,670.8,4489.2,87,34,170,218,0.06,58300,30579.38728,100,46.43,290,5360,MODERATE RISK,4.752
SHS-177,12/25/2019,804.75,2414.25,75,25,190,210,0.08,59300,30439,148,100,366,5440,MODERATE RISK,4.565
SHS-165,12/25/2019,99.9,3230.1,97,32,190,175,0.05,47500,24008.5636,228,38.9,390.4,4880,LOW RISK,0.343
SHS-17,12/25/2019,293.4,4596.6,94,22,160,187,0.05,54800,27570.83568,45,95.2,250,5240,MODERATE RISK,3.334
SHS-188,12/25/2019,1217.5,3652.5,75,32.75,160,194,0.05,58800,29850.29328,55,82,270,5720,MODERATE RISK,1.197
AGR-33,12/26/2019,535,1605,75,91,145,200,0.05,75100,36311.07612,19,56.1,120,8600,MODERATE RISK,4.674
AGR-51,12/26/2019,259,453.6,63,31,120,172,0.06,29900,16507.53279,212,43,292.8,800,MODERATE RISK,1.846
AGR-42,12/26/2019,616.8,4523.2,88,44,170,220,0.05,61000,27971.28105,23,58.7,366,7840,HIGH RISK,8.173
AGR-3,12/26/2019,133.2,976.8,88,28,210,205,0.08,62300,31121.67654,71,67.3,250,6480,SEVERE RISK,10.222
AGR-40,12/26/2019,453.05,115.44,15,39,230,180,0.14,48900,24828.12272,81,168,480,4680,LOW RISK,0.762
AGR-5,12/26/2019,150,2850,95,22,160,203,0.08,62200,31929.20583,144,64.5,280,5880,SEVERE RISK,17.297
AGR-44,12/26/2019,385,5115,93,52,160,100,0.11,61000,32065.58442,130,50.2,390,5000,SEVERE RISK,13.961
AGR-54,12/26/2019,296,3404,92,41,190,220,0.09,98000,53245.95314,69,59.7,240,6880,MODERATE RISK,1.399
